name,country
Banghazi,Libya
Darnah,Libya
Ghadamis,Libya
Gharyan,Libya
Misratah,Libya
Murzuq,Libya
Sabha,Libya
Sawfajjin,Libya
Surt,Libya
Tarabulus,Libya
Tarhunah,Libya
Tripolitania,Libya
Tubruq,Libya
Yafran,Libya
Zlitan,Libya
al-''Aziziyah,Libya
al-Fatih,Libya
al-Jabal al Akhdar,Libya
al-Jufrah,Libya
al-Khums,Libya
al-Kufrah,Libya
an-Nuqat al-Khams,Libya
ash-Shati,Libya
az-Zawiyah,Libya
Balzers,Liechtenstein
Eschen,Liechtenstein
Gamprin,Liechtenstein
Mauren,Liechtenstein
Planken,Liechtenstein
Ruggell,Liechtenstein
Schaan,Liechtenstein
Schellenberg,Liechtenstein
Triesen,Liechtenstein
Triesenberg,Liechtenstein
Vaduz,Liechtenstein
Alytaus,Lithuania
Anyksciai,Lithuania
Kauno,Lithuania
Klaipedos,Lithuania
Marijampoles,Lithuania
Panevezhio,Lithuania
Panevezys,Lithuania
Shiauliu,Lithuania
Taurages,Lithuania
Telshiu,Lithuania
Telsiai,Lithuania
Utenos,Lithuania
Vilniaus,Lithuania
Capellen,Luxembourg
Clervaux,Luxembourg
Diekirch,Luxembourg
Echternach,Luxembourg
Esch-sur-Alzette,Luxembourg
Grevenmacher,Luxembourg
Luxembourg,Luxembourg
Mersch,Luxembourg
Redange,Luxembourg
Remich,Luxembourg
Vianden,Luxembourg
Wiltz,Luxembourg
Berovo,The Former Yugoslav Republic of Macedonia
Bitola,The Former Yugoslav Republic of Macedonia
Brod,The Former Yugoslav Republic of Macedonia
Debar,The Former Yugoslav Republic of Macedonia
Delchevo,The Former Yugoslav Republic of Macedonia
Demir Hisar,The Former Yugoslav Republic of Macedonia
Gevgelija,The Former Yugoslav Republic of Macedonia
Gostivar,The Former Yugoslav Republic of Macedonia
Kavadarci,The Former Yugoslav Republic of Macedonia
Kichevo,The Former Yugoslav Republic of Macedonia
Kochani,The Former Yugoslav Republic of Macedonia
Kratovo,The Former Yugoslav Republic of Macedonia
Kriva Palanka,The Former Yugoslav Republic of Macedonia
Krushevo,The Former Yugoslav Republic of Macedonia
Kumanovo,The Former Yugoslav Republic of Macedonia
Negotino,The Former Yugoslav Republic of Macedonia
Ohrid,The Former Yugoslav Republic of Macedonia
Prilep,The Former Yugoslav Republic of Macedonia
Probishtip,The Former Yugoslav Republic of Macedonia
Radovish,The Former Yugoslav Republic of Macedonia
Resen,The Former Yugoslav Republic of Macedonia
Shtip,The Former Yugoslav Republic of Macedonia
Skopje,The Former Yugoslav Republic of Macedonia
Struga,The Former Yugoslav Republic of Macedonia
Strumica,The Former Yugoslav Republic of Macedonia
Sveti Nikole,The Former Yugoslav Republic of Macedonia
Tetovo,The Former Yugoslav Republic of Macedonia
Valandovo,The Former Yugoslav Republic of Macedonia
Veles,The Former Yugoslav Republic of Macedonia
Vinica,The Former Yugoslav Republic of Macedonia
Antananarivo,Madagascar
Antsiranana,Madagascar
Fianarantsoa,Madagascar
Mahajanga,Madagascar
Toamasina,Madagascar
Toliary,Madagascar
Balaka,Malawi
Blantyre City,Malawi
Chikwawa,Malawi
Chiradzulu,Malawi
Chitipa,Malawi
Dedza,Malawi
Dowa,Malawi
Karonga,Malawi
Kasungu,Malawi
Lilongwe City,Malawi
Machinga,Malawi
Mangochi,Malawi
Mchinji,Malawi
Mulanje,Malawi
Mwanza,Malawi
Mzimba,Malawi
Mzuzu City,Malawi
Nkhata Bay,Malawi
Nkhotakota,Malawi
Nsanje,Malawi
Ntcheu,Malawi
Ntchisi,Malawi
Phalombe,Malawi
Rumphi,Malawi
Salima,Malawi
Thyolo,Malawi
Zomba Municipality,Malawi
Johor,Malaysia
Kedah,Malaysia
Kelantan,Malaysia
Kuala Lumpur,Malaysia
Labuan,Malaysia
Melaka,Malaysia
Negeri Johor,Malaysia
Negeri Sembilan,Malaysia
Pahang,Malaysia
Penang,Malaysia
Perak,Malaysia
Perlis,Malaysia
Pulau Pinang,Malaysia
Sabah,Malaysia
Sarawak,Malaysia
Selangor,Malaysia
Sembilan,Malaysia
Terengganu,Malaysia
Alif Alif,Maldives
Alif Dhaal,Maldives
Baa,Maldives
Dhaal,Maldives
Faaf,Maldives
Gaaf Alif,Maldives
Gaaf Dhaal,Maldives
Ghaviyani,Maldives
Haa Alif,Maldives
Haa Dhaal,Maldives
Kaaf,Maldives
Laam,Maldives
Lhaviyani,Maldives
Male,Maldives
Miim,Maldives
Nuun,Maldives
Raa,Maldives
Shaviyani,Maldives
Siin,Maldives
Thaa,Maldives
Vaav,Maldives
Bamako,Mali
Gao,Mali
Kayes,Mali
Kidal,Mali
Koulikoro,Mali
Mopti,Mali
Segou,Mali
Sikasso,Mali
Tombouctou,Mali
Gozo and Comino,Malta
Inner Harbour,Malta
Northern,Malta
Outer Harbour,Malta
South Eastern,Malta
Valletta,Malta
Western,Malta
Castletown,Isle of Man
Douglas,Isle of Man
Laxey,Isle of Man
Onchan,Isle of Man
Peel,Isle of Man
Port Erin,Isle of Man
Port Saint Mary,Isle of Man
Ramsey,Isle of Man
Ailinlaplap,Marshall Islands
Ailuk,Marshall Islands
Arno,Marshall Islands
Aur,Marshall Islands
Bikini,Marshall Islands
Ebon,Marshall Islands
Enewetak,Marshall Islands
Jabat,Marshall Islands
Jaluit,Marshall Islands
Kili,Marshall Islands
Kwajalein,Marshall Islands
Lae,Marshall Islands
Lib,Marshall Islands
Likiep,Marshall Islands
Majuro,Marshall Islands
Maloelap,Marshall Islands
Mejit,Marshall Islands
Mili,Marshall Islands
Namorik,Marshall Islands
Namu,Marshall Islands
Rongelap,Marshall Islands
Ujae,Marshall Islands
Utrik,Marshall Islands
Wotho,Marshall Islands
Wotje,Marshall Islands
Fort-de-France,Martinique
La Trinite,Martinique
Le Marin,Martinique
Saint-Pierre,Martinique
Adrar,Mauritania
Assaba,Mauritania
Brakna,Mauritania
Dhakhlat Nawadibu,Mauritania
Hudh-al-Gharbi,Mauritania
Hudh-ash-Sharqi,Mauritania
Inshiri,Mauritania
Nawakshut,Mauritania
Qidimagha,Mauritania
Qurqul,Mauritania
Taqant,Mauritania
Tiris Zammur,Mauritania
Trarza,Mauritania
Black River,Mauritius
Eau Coulee,Mauritius
Flacq,Mauritius
Floreal,Mauritius
Grand Port,Mauritius
Moka,Mauritius
Pamplempousses,Mauritius
Plaines Wilhelm,Mauritius
Port Louis,Mauritius
Riviere du Rempart,Mauritius
Rodrigues,Mauritius
Rose Hill,Mauritius
Savanne,Mauritius
Mayotte,Mayotte
Pamanzi,Mayotte
Aguascalientes,Mexico
Baja California,Mexico
Baja California Sur,Mexico
Campeche,Mexico
Chiapas,Mexico
Chihuahua,Mexico
Coahuila,Mexico
Colima,Mexico
Distrito Federal,Mexico
Durango,Mexico
Estado de Mexico,Mexico
Guanajuato,Mexico
Guerrero,Mexico
Hidalgo,Mexico
Jalisco,Mexico
Mexico,Mexico
Michoacan,Mexico
Morelos,Mexico
Nayarit,Mexico
Nuevo Leon,Mexico
Oaxaca,Mexico
Puebla,Mexico
Queretaro,Mexico
Quintana Roo,Mexico
San Luis Potosi,Mexico
Sinaloa,Mexico
Sonora,Mexico
Tabasco,Mexico
Tamaulipas,Mexico
Tlaxcala,Mexico
Veracruz,Mexico
Yucatan,Mexico
Zacatecas,Mexico
Chuuk,Federated States of Micronesia
Kusaie,Federated States of Micronesia
Pohnpei,Federated States of Micronesia
Yap,Federated States of Micronesia
Balti,Moldova
Cahul,Moldova
Chisinau,Moldova
Chisinau Oras,Moldova
Edinet,Moldova
Gagauzia,Moldova
Lapusna,Moldova
Orhei,Moldova
Soroca,Moldova
Taraclia,Moldova
Tighina,Moldova
Transnistria,Moldova
Ungheni,Moldova
Fontvieille,Monaco
La Condamine,Monaco
Monaco-Ville,Monaco
Monte Carlo,Monaco
Arhangaj,Mongolia
Bajan-Olgij,Mongolia
Bajanhongor,Mongolia
Bulgan,Mongolia
Darhan-Uul,Mongolia
Dornod,Mongolia
Dornogovi,Mongolia
Dundgovi,Mongolia
Govi-Altaj,Mongolia
Govisumber,Mongolia
Hentij,Mongolia
Hovd,Mongolia
Hovsgol,Mongolia
Omnogovi,Mongolia
Orhon,Mongolia
Ovorhangaj,Mongolia
Selenge,Mongolia
Suhbaatar,Mongolia
Tov,Mongolia
Ulaanbaatar,Mongolia
Uvs,Mongolia
Zavhan,Mongolia
Agadir,Morocco
Casablanca,Morocco
Chaouia-Ouardigha,Morocco
Doukkala-Abda,Morocco
Fes-Boulemane,Morocco
Gharb-Chrarda-Beni Hssen,Morocco
Guelmim,Morocco
Kenitra,Morocco
Marrakech-Tensift-Al Haouz,Morocco
Meknes-Tafilalet,Morocco
Oriental,Morocco
Oujda,Morocco
Province de Tanger,Morocco
Rabat-Sale-Zammour-Zaer,Morocco
Sala Al Jadida,Morocco
Settat,Morocco
Souss Massa-Draa,Morocco
Tadla-Azilal,Morocco
Tangier-Tetouan,Morocco
Taza-Al Hoceima-Taounate,Morocco
Wilaya de Casablanca,Morocco
Wilaya de Rabat-Sale,Morocco
Cabo Delgado,Mozambique
Gaza,Mozambique
Inhambane,Mozambique
Manica,Mozambique
Maputo,Mozambique
Maputo Provincia,Mozambique
Nampula,Mozambique
Niassa,Mozambique
Sofala,Mozambique
Tete,Mozambique
Zambezia,Mozambique
Ayeyarwady,Myanmar
Bago,Myanmar
Chin,Myanmar
Kachin,Myanmar
Kayah,Myanmar
Kayin,Myanmar
Magway,Myanmar
Mandalay,Myanmar
Mon,Myanmar
Nay Pyi Taw,Myanmar
Rakhine,Myanmar
Sagaing,Myanmar
Shan,Myanmar
Tanintharyi,Myanmar
Yangon,Myanmar
Caprivi,Namibia
Erongo,Namibia
Hardap,Namibia
Karas,Namibia
Kavango,Namibia
Khomas,Namibia
Kunene,Namibia
Ohangwena,Namibia
Omaheke,Namibia
Omusati,Namibia
Oshana,Namibia
Oshikoto,Namibia
Otjozondjupa,Namibia
Bagmati,Nepal
Bheri,Nepal
Dhawalagiri,Nepal
Gandaki,Nepal
Janakpur,Nepal
Karnali,Nepal
Koshi,Nepal
Lumbini,Nepal
Mahakali,Nepal
Mechi,Nepal
Narayani,Nepal
Rapti,Nepal
Sagarmatha,Nepal
Seti,Nepal
Bonaire,Netherlands Antilles
Curacao,Netherlands Antilles
Saba,Netherlands Antilles
Sint Eustatius,Netherlands Antilles
Sint Maarten,Netherlands Antilles
Amsterdam,Netherlands
Benelux,Netherlands
Drenthe,Netherlands
Flevoland,Netherlands
Friesland,Netherlands
Gelderland,Netherlands
Groningen,Netherlands
Limburg,Netherlands
Noord-Brabant,Netherlands
Noord-Holland,Netherlands
Overijssel,Netherlands
South Holland,Netherlands
Utrecht,Netherlands
Zeeland,Netherlands
Zuid-Holland,Netherlands
Iles,New Caledonia
Nord,New Caledonia
Sud,New Caledonia
Area Outside Region,New Zealand
Auckland,New Zealand
Bay of Plenty,New Zealand
Canterbury,New Zealand
Christchurch,New Zealand
Gisborne,New Zealand
Hawke''s Bay,New Zealand
Manawatu-Wanganui,New Zealand
Marlborough,New Zealand
Nelson,New Zealand
Northland,New Zealand
Otago,New Zealand
Rodney,New Zealand
Southland,New Zealand
Taranaki,New Zealand
Tasman,New Zealand
Waikato,New Zealand
Wellington,New Zealand
West Coast,New Zealand
Atlantico Norte,Nicaragua
Atlantico Sur,Nicaragua
Boaco,Nicaragua
Carazo,Nicaragua
Chinandega,Nicaragua
Chontales,Nicaragua
Esteli,Nicaragua
Granada,Nicaragua
Jinotega,Nicaragua
Leon,Nicaragua
Madriz,Nicaragua
Managua,Nicaragua
Masaya,Nicaragua
Matagalpa,Nicaragua
Nueva Segovia,Nicaragua
Rio San Juan,Nicaragua
Rivas,Nicaragua
Agadez,Niger
Diffa,Niger
Dosso,Niger
Maradi,Niger
Niamey,Niger
Tahoua,Niger
Tillabery,Niger
Zinder,Niger
Abia,Nigeria
Abuja Federal Capital Territory,Nigeria
Adamawa,Nigeria
Akwa Ibom,Nigeria
Anambra,Nigeria
Bauchi,Nigeria
Bayelsa,Nigeria
Benue,Nigeria
Borno,Nigeria
Cross River,Nigeria
Delta,Nigeria
Ebonyi,Nigeria
Edo,Nigeria
Ekiti,Nigeria
Enugu,Nigeria
Gombe,Nigeria
Imo,Nigeria
Jigawa,Nigeria
Kaduna,Nigeria
Kano,Nigeria
Katsina,Nigeria
Kebbi,Nigeria
Kogi,Nigeria
Kwara,Nigeria
Lagos,Nigeria
Nassarawa,Nigeria
Niger,Nigeria
Ogun,Nigeria
Ondo,Nigeria
Osun,Nigeria
Oyo,Nigeria
Plateau,Nigeria
Rivers,Nigeria
Sokoto,Nigeria
Taraba,Nigeria
Yobe,Nigeria
Zamfara,Nigeria
Northern Islands,Northern Mariana Islands
Rota,Northern Mariana Islands
Saipan,Northern Mariana Islands
Tinian,Northern Mariana Islands
Akershus,Norway
Aust Agder,Norway
Bergen,Norway
Buskerud,Norway
Finnmark,Norway
Hedmark,Norway
Hordaland,Norway
Moere og Romsdal,Norway
Nord Trondelag,Norway
Nordland,Norway
Oestfold,Norway
Oppland,Norway
Oslo,Norway
Rogaland,Norway
Soer Troendelag,Norway
Sogn og Fjordane,Norway
Stavern,Norway
Sykkylven,Norway
Telemark,Norway
Troms,Norway
Vest Agder,Norway
Vestfold,Norway
ÃƒÂ˜stfold,Norway
Al Buraimi,Oman
Dhufar,Oman
Masqat,Oman
Musandam,Oman
Rusayl,Oman
Wadi Kabir,Oman
ad-Dakhiliyah,Oman
adh-Dhahirah,Oman
al-Batinah,Oman
ash-Sharqiyah,Oman
Baluchistan,Pakistan
Federal Capital Area,Pakistan
Federally administered Tribal,Pakistan
North-West Frontier,Pakistan
Northern Areas,Pakistan
Punjab,Pakistan
Sind,Pakistan
Aimeliik,Palau
Airai,Palau
Angaur,Palau
Hatobohei,Palau
Kayangel,Palau
Koror,Palau
Melekeok,Palau
Ngaraard,Palau
Ngardmau,Palau
Ngaremlengui,Palau
Ngatpang,Palau
Ngchesar,Palau
Ngerchelong,Palau
Ngiwal,Palau
Peleliu,Palau
Sonsorol,Palau
Ariha,Palestine
Bayt Lahm,Palestine
Bethlehem,Palestine
Dayr-al-Balah,Palestine
Ghazzah,Palestine
Ghazzah ash-Shamaliyah,Palestine
Janin,Palestine
Khan Yunis,Palestine
Nabulus,Palestine
Qalqilyah,Palestine
Rafah,Palestine
Ram Allah wal-Birah,Palestine
Salfit,Palestine
Tubas,Palestine
Tulkarm,Palestine
al-Khalil,Palestine
al-Quds,Palestine
Bocas del Toro,Panama
Chiriqui,Panama
Cocle,Panama
Colon,Panama
Darien,Panama
Embera,Panama
Herrera,Panama
Kuna Yala,Panama
Los Santos,Panama
Ngobe Bugle,Panama
Panama,Panama
Veraguas,Panama
East New Britain,Papua New Guinea
East Sepik,Papua New Guinea
Eastern Highlands,Papua New Guinea
Enga,Papua New Guinea
Fly River,Papua New Guinea
Gulf,Papua New Guinea
Madang,Papua New Guinea
Manus,Papua New Guinea
Milne Bay,Papua New Guinea
Morobe,Papua New Guinea
National Capital District,Papua New Guinea
New Ireland,Papua New Guinea
North Solomons,Papua New Guinea
Oro,Papua New Guinea
Sandaun,Papua New Guinea
Simbu,Papua New Guinea
Southern Highlands,Papua New Guinea
West New Britain,Papua New Guinea
Western Highlands,Papua New Guinea
Alto Paraguay,Paraguay
Alto Parana,Paraguay
Amambay,Paraguay
Asuncion,Paraguay
Boqueron,Paraguay
Caaguazu,Paraguay
Caazapa,Paraguay
Canendiyu,Paraguay
Central,Paraguay
Concepcion,Paraguay
Cordillera,Paraguay
Guaira,Paraguay
Itapua,Paraguay
Misiones,Paraguay
Neembucu,Paraguay
Paraguari,Paraguay
Presidente Hayes,Paraguay
San Pedro,Paraguay
Amazonas,Peru
Ancash,Peru
Apurimac,Peru
Arequipa,Peru
Ayacucho,Peru
Cajamarca,Peru
Cusco,Peru
Huancavelica,Peru
Huanuco,Peru
Ica,Peru
Junin,Peru
La Libertad,Peru
Lambayeque,Peru
Lima y Callao,Peru
Loreto,Peru
Madre de Dios,Peru
Moquegua,Peru
Pasco,Peru
Piura,Peru
Puno,Peru
San Martin,Peru
Tacna,Peru
Tumbes,Peru
Ucayali,Peru
Batangas,Philippines
Bicol,Philippines
Bulacan,Philippines
Cagayan,Philippines
Caraga,Philippines
Central Luzon,Philippines
Central Mindanao,Philippines
Central Visayas,Philippines
Cordillera,Philippines
Davao,Philippines
Eastern Visayas,Philippines
Greater Metropolitan Area,Philippines
Ilocos,Philippines
Laguna,Philippines
Luzon,Philippines
Mactan,Philippines
Metropolitan Manila Area,Philippines
Muslim Mindanao,Philippines
Northern Mindanao,Philippines
Southern Mindanao,Philippines
Southern Tagalog,Philippines
Western Mindanao,Philippines
Western Visayas,Philippines
Biale Blota,Poland
Dobroszyce,Poland
Dolnoslaskie,Poland
Dziekanow Lesny,Poland
Hopowo,Poland
Kartuzy,Poland
Koscian,Poland
Krakow,Poland
Kujawsko-Pomorskie,Poland
Lodzkie,Poland
Lubelskie,Poland
Lubuskie,Poland
Malomice,Poland
Malopolskie,Poland
Mazowieckie,Poland
Mirkow,Poland
Opolskie,Poland
Ostrowiec,Poland
Podkarpackie,Poland
Podlaskie,Poland
Polska,Poland
Pomorskie,Poland
Poznan,Poland
Pruszkow,Poland
Rymanowska,Poland
Rzeszow,Poland
Slaskie,Poland
Stare Pole,Poland
Swietokrzyskie,Poland
Warminsko-Mazurskie,Poland
Warsaw,Poland
Wejherowo,Poland
Wielkopolskie,Poland
Wroclaw,Poland
Zachodnio-Pomorskie,Poland
Zukowo,Poland
Abrantes,Portugal
Acores,Portugal
Alentejo,Portugal
Algarve,Portugal
Braga,Portugal
Centro,Portugal
Distrito de Leiria,Portugal
Distrito de Viana do Castelo,Portugal
Distrito de Vila Real,Portugal
Distrito do Porto,Portugal
Lisboa e Vale do Tejo,Portugal
Madeira,Portugal
Norte,Portugal
Paivas,Portugal
Arecibo,Puerto Rico
Bayamon,Puerto Rico
Carolina,Puerto Rico
Florida,Puerto Rico
Guayama,Puerto Rico
Humacao,Puerto Rico
Mayaguez-Aguadilla,Puerto Rico
Ponce,Puerto Rico
Salinas,Puerto Rico
San Juan,Puerto Rico
Doha,Qatar
Jarian-al-Batnah,Qatar
Umm Salal,Qatar
ad-Dawhah,Qatar
al-Ghuwayriyah,Qatar
al-Jumayliyah,Qatar
al-Khawr,Qatar
al-Wakrah,Qatar
ar-Rayyan,Qatar
ash-Shamal,Qatar
Bouenza,Congo
Brazzaville,Congo
Cuvette,Congo
Kouilou,Congo
Lekoumou,Congo
Likouala,Congo
Niari,Congo
Plateaux,Congo
Pool,Congo
Sangha,Congo
Saint-Benoit,Reunion (Mayotte)
Saint-Denis,Reunion (Mayotte)
Saint-Paul,Reunion (Mayotte)
Saint-Pierre,Reunion (Mayotte)
Alba,Romania
Arad,Romania
Arges,Romania
Bacau,Romania
Bihor,Romania
Bistrita-Nasaud,Romania
Botosani,Romania
Braila,Romania
Brasov,Romania
Bucuresti,Romania
Buzau,Romania
Calarasi,Romania
Caras-Severin,Romania
Cluj,Romania
Constanta,Romania
Covasna,Romania
Dambovita,Romania
Dolj,Romania
Galati,Romania
Giurgiu,Romania
Gorj,Romania
Harghita,Romania
Hunedoara,Romania
Ialomita,Romania
Iasi,Romania
Ilfov,Romania
Maramures,Romania
Mehedinti,Romania
Mures,Romania
Neamt,Romania
Olt,Romania
Prahova,Romania
Salaj,Romania
Satu Mare,Romania
Sibiu,Romania
Sondelor,Romania
Suceava,Romania
Teleorman,Romania
Timis,Romania
Tulcea,Romania
Valcea,Romania
Vaslui,Romania
Vrancea,Romania
Adygeja,Russian Federation
Aga,Russian Federation
Alanija,Russian Federation
Altaj,Russian Federation
Amur,Russian Federation
Arhangelsk,Russian Federation
Astrahan,Russian Federation
Bashkortostan,Russian Federation
Belgorod,Russian Federation
Brjansk,Russian Federation
Burjatija,Russian Federation
Chechenija,Russian Federation
Cheljabinsk,Russian Federation
Chita,Russian Federation
Chukotka,Russian Federation
Chuvashija,Russian Federation
Dagestan,Russian Federation
Evenkija,Russian Federation
Gorno-Altaj,Russian Federation
Habarovsk,Russian Federation
Hakasija,Russian Federation
Hanty-Mansija,Russian Federation
Ingusetija,Russian Federation
Irkutsk,Russian Federation
Ivanovo,Russian Federation
Jamalo-Nenets,Russian Federation
Jaroslavl,Russian Federation
Jevrej,Russian Federation
Kabardino-Balkarija,Russian Federation
Kaliningrad,Russian Federation
Kalmykija,Russian Federation
Kaluga,Russian Federation
Kamchatka,Russian Federation
Karachaj-Cherkessija,Russian Federation
Karelija,Russian Federation
Kemerovo,Russian Federation
Khabarovskiy Kray,Russian Federation
Kirov,Russian Federation
Komi,Russian Federation
Komi-Permjakija,Russian Federation
Korjakija,Russian Federation
Kostroma,Russian Federation
Krasnodar,Russian Federation
Krasnojarsk,Russian Federation
Krasnoyarskiy Kray,Russian Federation
Kurgan,Russian Federation
Kursk,Russian Federation
Leningrad,Russian Federation
Lipeck,Russian Federation
Magadan,Russian Federation
Marij El,Russian Federation
Mordovija,Russian Federation
Moscow,Russian Federation
Moskovskaja Oblast,Russian Federation
Moskovskaya Oblast,Russian Federation
Moskva,Russian Federation
Murmansk,Russian Federation
Nenets,Russian Federation
Nizhnij Novgorod,Russian Federation
Novgorod,Russian Federation
Novokusnezk,Russian Federation
Novosibirsk,Russian Federation
Omsk,Russian Federation
Orenburg,Russian Federation
Orjol,Russian Federation
Penza,Russian Federation
Perm,Russian Federation
Primorje,Russian Federation
Pskov,Russian Federation
Pskovskaya Oblast,Russian Federation
Rjazan,Russian Federation
Rostov,Russian Federation
Saha,Russian Federation
Sahalin,Russian Federation
Samara,Russian Federation
Samarskaya,Russian Federation
Sankt-Peterburg,Russian Federation
Saratov,Russian Federation
Smolensk,Russian Federation
Stavropol,Russian Federation
Sverdlovsk,Russian Federation
Tajmyrija,Russian Federation
Tambov,Russian Federation
Tatarstan,Russian Federation
Tjumen,Russian Federation
Tomsk,Russian Federation
Tula,Russian Federation
Tver,Russian Federation
Tyva,Russian Federation
Udmurtija,Russian Federation
Uljanovsk,Russian Federation
Ulyanovskaya Oblast,Russian Federation
Ust-Orda,Russian Federation
Vladimir,Russian Federation
Volgograd,Russian Federation
Vologda,Russian Federation
Voronezh,Russian Federation
Butare,Rwanda
Byumba,Rwanda
Cyangugu,Rwanda
Gikongoro,Rwanda
Gisenyi,Rwanda
Gitarama,Rwanda
Kibungo,Rwanda
Kibuye,Rwanda
Kigali-ngali,Rwanda
Ruhengeri,Rwanda
Ascension,Saint Helena
Gough Island,Saint Helena
Saint Helena,Saint Helena
Tristan da Cunha,Saint Helena
Christ Church Nichola Town,Saint Kitts and Nevis
Saint Anne Sandy Point,Saint Kitts and Nevis
Saint George Basseterre,Saint Kitts and Nevis
Saint George Gingerland,Saint Kitts and Nevis
Saint James Windward,Saint Kitts and Nevis
Saint John Capesterre,Saint Kitts and Nevis
Saint John Figtree,Saint Kitts and Nevis
Saint Mary Cayon,Saint Kitts and Nevis
Saint Paul Capesterre,Saint Kitts and Nevis
Saint Paul Charlestown,Saint Kitts and Nevis
Saint Peter Basseterre,Saint Kitts and Nevis
Saint Thomas Lowland,Saint Kitts and Nevis
Saint Thomas Middle Island,Saint Kitts and Nevis
Trinity Palmetto Point,Saint Kitts and Nevis
Anse-la-Raye,Saint Lucia
Canaries,Saint Lucia
Castries,Saint Lucia
Choiseul,Saint Lucia
Dennery,Saint Lucia
Gros Inlet,Saint Lucia
Laborie,Saint Lucia
Micoud,Saint Lucia
Soufriere,Saint Lucia
Vieux Fort,Saint Lucia
Miquelon-Langlade,Saint Pierre and Miquelon
Saint-Pierre,Saint Pierre and Miquelon
Charlotte,Saint Vincent and the Grenadines
Grenadines,Saint Vincent and the Grenadines
Saint Andrew,Saint Vincent and the Grenadines
Saint David,Saint Vincent and the Grenadines
Saint George,Saint Vincent and the Grenadines
Saint Patrick,Saint Vincent and the Grenadines
A'ana,Samoa
Aiga-i-le-Tai,Samoa
Atua,Samoa
Fa'asaleleaga,Samoa
Gaga''emauga,Samoa
Gagaifomauga,Samoa
Palauli,Samoa
Satupa'itea,Samoa
Tuamasaga,Samoa
Va'a-o-Fonoti,Samoa
Vaisigano,Samoa
Acquaviva,San Marino
Borgo Maggiore,San Marino
Chiesanuova,San Marino
Domagnano,San Marino
Faetano,San Marino
Fiorentino,San Marino
Montegiardino,San Marino
San Marino,San Marino
Serravalle,San Marino
Agua Grande,Sao Tome and Principe
Cantagalo,Sao Tome and Principe
Lemba,Sao Tome and Principe
Lobata,Sao Tome and Principe
Me-Zochi,Sao Tome and Principe
Pague,Sao Tome and Principe
Al Khobar,Saudi Arabia
Aseer,Saudi Arabia
Ash Sharqiyah,Saudi Arabia
Asir,Saudi Arabia
Central Province,Saudi Arabia
Eastern Province,Saudi Arabia
Ha''il,Saudi Arabia
Jawf,Saudi Arabia
Jizan,Saudi Arabia
Makkah,Saudi Arabia
Najran,Saudi Arabia
Qasim,Saudi Arabia
Tabuk,Saudi Arabia
Western Province,Saudi Arabia
al-Bahah,Saudi Arabia
al-Hudud-ash-Shamaliyah,Saudi Arabia
al-Madinah,Saudi Arabia
ar-Riyad,Saudi Arabia
Dakar,Senegal
Diourbel,Senegal
Fatick,Senegal
Kaolack,Senegal
Kolda,Senegal
Louga,Senegal
Saint-Louis,Senegal
Tambacounda,Senegal
Thies,Senegal
Ziguinchor,Senegal
Central Serbia,Serbia
Kosovo and Metohija,Serbia
Vojvodina,Serbia
Anse Boileau,Seychelles
Anse Royale,Seychelles
Cascade,Seychelles
Takamaka,Seychelles
Victoria,Seychelles
Eastern,Sierra Leone
Northern,Sierra Leone
Southern,Sierra Leone
Western,Sierra Leone
Banskobystricky,Slovak Republic
Bratislavsky,Slovak Republic
Kosicky,Slovak Republic
Nitriansky,Slovak Republic
Presovsky,Slovak Republic
Trenciansky,Slovak Republic
Trnavsky,Slovak Republic
Zilinsky,Slovak Republic
Benedikt,Slovenia
Gorenjska,Slovenia
Gorishka,Slovenia
Jugovzhodna Slovenija,Slovenia
Koroshka,Slovenia
Notranjsko-krashka,Slovenia
Obalno-krashka,Slovenia
Obcina Domzale,Slovenia
Obcina Vitanje,Slovenia
Osrednjeslovenska,Slovenia
Podravska,Slovenia
Pomurska,Slovenia
Savinjska,Slovenia
Slovenian Littoral,Slovenia
Spodnjeposavska,Slovenia
Zasavska,Slovenia
Central,Solomon Islands
Choiseul,Solomon Islands
Guadalcanal,Solomon Islands
Isabel,Solomon Islands
Makira and Ulawa,Solomon Islands
Malaita,Solomon Islands
Rennell and Bellona,Solomon Islands
Temotu,Solomon Islands
Western,Solomon Islands
Awdal,Somalia
Bakol,Somalia
Banadir,Somalia
Bari,Somalia
Bay,Somalia
Galgudug,Somalia
Gedo,Somalia
Hiran,Somalia
Jubbada Hose,Somalia
Jubbadha Dexe,Somalia
Mudug,Somalia
Nugal,Somalia
Sanag,Somalia
Shabellaha Dhexe,Somalia
Shabellaha Hose,Somalia
Togdher,Somalia
Woqoyi Galbed,Somalia
Eastern Cape,South Africa
Free State,South Africa
Gauteng,South Africa
Kempton Park,South Africa
Kramerville,South Africa
KwaZulu Natal,South Africa
Limpopo,South Africa
Mpumalanga,South Africa
North West,South Africa
Northern Cape,South Africa
Parow,South Africa
Table View,South Africa
Umtentweni,South Africa
Western Cape,South Africa
Central Equatoria,South Sudan
A Coruna,Spain
Alacant,Spain
Alava,Spain
Albacete,Spain
Almeria,Spain
Andalucia,Spain
Asturias,Spain
Avila,Spain
Badajoz,Spain
Balears,Spain
Barcelona,Spain
Bertamirans,Spain
Biscay,Spain
Burgos,Spain
Caceres,Spain
Cadiz,Spain
Cantabria,Spain
Castello,Spain
Catalunya,Spain
